meter,timestamp,rmsle,file_id
0,2017-04-06,0.634,13577404
0,2017-04-07,0.6143,13577404
0,2017-04-08,0.5874,13577404
0,2017-04-09,0.558,13577404
0,2017-04-10,0.615,13577404
0,2017-04-11,0.6523,13577404
0,2017-04-12,0.632,13577404
0,2017-04-13,0.624,13577404
0,2017-04-14,0.566,13577404
0,2017-04-15,0.5454,13577404
0,2017-04-16,0.5293,13577404
0,2017-04-17,0.548,13577404
0,2017-04-18,0.572,13577404
0,2017-04-19,0.5776,13577404
0,2017-04-20,0.707,13577404
0,2017-04-21,0.5825,13577404
0,2017-04-22,0.6655,13577404
0,2017-04-23,0.6167,13577404
0,2017-04-24,0.5703,13577404
0,2017-04-25,0.5684,13577404
0,2017-04-26,0.5786,13577404
0,2017-04-27,0.5815,13577404
0,2017-04-28,0.621,13577404
0,2017-04-29,0.605,13577404
0,2017-04-30,0.554,13577404
0,2017-05-01,0.565,13577404
0,2017-05-02,0.5693,13577404
0,2017-05-03,0.5728,13577404
0,2017-05-04,0.5713,13577404
0,2017-05-05,0.564,13577404
0,2017-05-06,0.5347,13577404
0,2017-05-07,0.5186,13577404
0,2017-05-08,0.566,13577404
0,2017-05-09,0.599,13577404
0,2017-05-10,0.817,13577404
0,2017-05-11,0.822,13577404
0,2017-05-12,0.81,13577404
0,2017-05-13,0.731,13577404
0,2017-05-14,0.746,13577404
0,2017-05-15,0.832,13577404
0,2017-05-16,0.8315,13577404
0,2017-05-17,0.8667,13577404
0,2017-05-18,0.861,13577404
0,2017-05-19,0.8535,13577404
0,2017-05-20,0.76,13577404
0,2017-05-21,0.7646,13577404
0,2017-05-22,0.826,13577404
0,2017-05-23,0.8306,13577404
0,2017-05-24,0.823,13577404
0,2017-05-25,0.851,13577404
0,2017-05-26,0.8286,13577404
0,2017-05-27,0.749,13577404
0,2017-05-28,0.7495,13577404
0,2017-05-29,0.776,13577404
0,2017-05-30,0.8184,13577404
0,2017-05-31,0.8184,13577404
0,2017-06-01,0.8184,13577404
0,2017-06-02,0.8174,13577404
0,2017-06-03,0.7446,13577404
0,2017-06-04,0.7446,13577404
0,2017-06-05,0.8203,13577404
0,2017-06-06,0.854,13577404
0,2017-06-07,0.8384,13577404
0,2017-06-08,0.8325,13577404
0,2017-06-09,0.8384,13577404
0,2017-06-10,0.7676,13577404
0,2017-06-11,0.78,13577404
0,2017-06-12,0.8516,13577404
0,2017-06-13,0.843,13577404
0,2017-06-14,0.8457,13577404
0,2017-06-15,0.8677,13577404
0,2017-06-16,0.9224,13577404
0,2017-06-17,0.8687,13577404
0,2017-06-18,0.817,13577404
0,2017-06-19,0.8535,13577404
0,2017-06-20,0.819,13577404
0,2017-06-21,0.846,13577404
0,2017-06-22,0.8716,13577404
0,2017-06-23,0.8003,13577404
0,2017-06-24,0.7437,13577404
0,2017-06-25,0.738,13577404
0,2017-06-26,0.7964,13577404
0,2017-06-27,0.859,13577404
0,2017-06-28,0.7935,13577404
0,2017-06-29,0.796,13577404
0,2017-06-30,0.812,13577404
0,2017-07-01,0.763,13577404
0,2017-07-02,0.7637,13577404
0,2017-07-03,0.822,13577404
0,2017-07-04,0.8115,13577404
0,2017-07-05,0.8013,13577404
0,2017-07-06,0.8145,13577404
0,2017-07-07,0.8105,13577404
0,2017-07-08,0.7554,13577404
0,2017-07-09,0.7646,13577404
0,2017-07-10,0.7954,13577404
0,2017-07-11,0.7915,13577404
0,2017-07-12,0.8677,13577404
0,2017-07-13,0.8423,13577404
0,2017-07-14,0.818,13577404
0,2017-07-15,0.773,13577404
0,2017-07-16,0.78,13577404
0,2017-07-17,0.8354,13577404
0,2017-07-18,0.822,13577404
0,2017-07-19,0.796,13577404
0,2017-07-20,0.8413,13577404
0,2017-07-21,0.801,13577404
0,2017-07-22,0.7427,13577404
0,2017-07-23,0.711,13577404
0,2017-07-24,0.7676,13577404
0,2017-07-25,0.783,13577404
0,2017-07-26,0.771,13577404
0,2017-07-27,0.774,13577404
0,2017-07-28,0.775,13577404
0,2017-07-29,0.727,13577404
0,2017-07-30,0.7227,13577404
0,2017-07-31,0.775,13577404
0,2017-08-01,0.7754,13577404
0,2017-08-02,0.7954,13577404
0,2017-08-03,0.7734,13577404
0,2017-08-04,0.767,13577404
0,2017-08-05,0.69,13577404
0,2017-08-06,0.6895,13577404
0,2017-08-07,0.694,13577404
0,2017-08-08,0.789,13577404
0,2017-08-09,0.5864,13577404
0,2017-08-10,0.5776,13577404
0,2017-08-11,0.5796,13577404
0,2017-08-12,0.565,13577404
0,2017-08-13,0.552,13577404
0,2017-08-14,0.577,13577404
0,2017-08-15,0.579,13577404
0,2017-08-16,0.591,13577404
0,2017-08-17,0.605,13577404
0,2017-08-18,0.6123,13577404
0,2017-08-19,0.5835,13577404
0,2017-08-20,0.578,13577404
0,2017-08-21,0.598,13577404
0,2017-08-22,0.6006,13577404
0,2017-08-23,0.609,13577404
0,2017-08-24,0.5854,13577404
0,2017-08-25,0.567,13577404
0,2017-08-26,0.5225,13577404
0,2017-08-27,0.523,13577404
0,2017-08-28,0.6343,13577404
0,2017-08-29,0.7085,13577404
0,2017-08-30,0.6987,13577404
0,2017-08-31,0.689,13577404
0,2017-09-01,0.6343,13577404
0,2017-09-02,0.5874,13577404
0,2017-09-03,0.5854,13577404
0,2017-09-04,0.611,13577404
0,2017-09-05,0.613,13577404
0,2017-09-06,0.5923,13577404
0,2017-09-07,0.5815,13577404
0,2017-09-08,0.5615,13577404
0,2017-09-09,0.5166,13577404
0,2017-09-10,0.531,13577404
0,2017-09-11,0.5825,13577404
0,2017-09-12,0.591,13577404
0,2017-09-13,0.5864,13577404
0,2017-09-14,0.599,13577404
0,2017-09-15,0.609,13577404
0,2017-09-16,0.5767,13577404
0,2017-09-17,0.567,13577404
0,2017-09-18,0.6255,13577404
0,2017-09-19,0.63,13577404
0,2017-09-20,0.6226,13577404
0,2017-09-21,0.6187,13577404
0,2017-09-22,0.6255,13577404
0,2017-09-23,0.5835,13577404
0,2017-09-24,0.5776,13577404
0,2017-09-25,0.64,13577404
0,2017-09-26,0.6797,13577404
0,2017-09-27,0.649,13577404
0,2017-09-28,0.6313,13577404
0,2017-09-29,0.6206,13577404
0,2017-09-30,0.5713,13577404
0,2017-10-01,0.596,13577404
0,2017-10-02,0.6646,13577404
0,2017-10-03,0.626,13577404
0,2017-10-04,0.616,13577404
0,2017-10-05,0.6284,13577404
0,2017-10-06,0.635,13577404
0,2017-10-07,0.629,13577404
0,2017-10-08,0.61,13577404
0,2017-10-09,0.664,13577404
0,2017-10-10,0.646,13577404
0,2017-10-11,0.6226,13577404
0,2017-10-12,0.6123,13577404
0,2017-10-13,0.5996,13577404
0,2017-10-14,0.58,13577404
0,2017-10-15,0.568,13577404
0,2017-10-16,0.602,13577404
0,2017-10-17,0.611,13577404
0,2017-10-18,0.608,13577404
0,2017-10-19,0.606,13577404
0,2017-10-20,0.625,13577404
0,2017-10-21,0.576,13577404
0,2017-10-22,0.57,13577404
0,2017-10-23,0.6055,13577404
0,2017-10-24,0.634,13577404
0,2017-10-25,0.603,13577404
0,2017-10-26,0.6016,13577404
0,2017-10-27,0.606,13577404
0,2017-10-28,0.5684,13577404
0,2017-10-29,0.5635,13577404
0,2017-10-30,0.647,13577404
0,2017-10-31,0.6387,13577404
0,2017-11-01,0.7593,13577404
0,2017-11-02,0.654,13577404
0,2017-11-03,0.65,13577404
0,2017-11-04,0.6143,13577404
0,2017-11-05,0.6147,13577404
0,2017-11-06,0.663,13577404
0,2017-11-07,0.6406,13577404
0,2017-11-08,0.615,13577404
0,2017-11-09,0.612,13577404
0,2017-11-10,0.623,13577404
0,2017-11-11,0.563,13577404
0,2017-11-12,0.5625,13577404
0,2017-11-13,0.603,13577404
0,2017-11-14,0.732,13577404
0,2017-11-15,0.7217,13577404
0,2017-11-16,0.7124,13577404
0,2017-11-17,0.717,13577404
0,2017-11-18,0.6455,13577404
0,2017-11-19,0.644,13577404
0,2017-11-20,0.786,13577404
0,2017-11-21,0.717,13577404
0,2017-11-22,0.7397,13577404
0,2017-11-23,0.7314,13577404
0,2017-11-24,1.022,13577404
0,2017-11-25,1.446,13577404
0,2017-11-26,1.443,13577404
0,2017-11-27,1.166,13577404
0,2017-11-28,0.5674,13577404
0,2017-11-29,0.5522,13577404
0,2017-11-30,0.541,13577404
0,2017-12-01,0.529,13577404
0,2017-12-02,0.5254,13577404
0,2017-12-03,0.5195,13577404
0,2017-12-04,0.5684,13577404
0,2017-12-05,0.55,13577404
0,2017-12-06,0.5425,13577404
0,2017-12-07,0.655,13577404
0,2017-12-08,1.092,13577404
0,2017-12-09,0.529,13577404
0,2017-12-10,0.5327,13577404
0,2017-12-11,0.5596,13577404
0,2017-12-12,0.6406,13577404
0,2017-12-13,0.7197,13577404
0,2017-12-14,0.701,13577404
0,2017-12-15,0.6904,13577404
0,2017-12-16,0.666,13577404
0,2017-12-17,0.6724,13577404
0,2017-12-18,0.676,13577404
0,2017-12-19,0.671,13577404
0,2017-12-20,0.68,13577404
0,2017-12-21,0.66,13577404
0,2017-12-22,0.6973,13577404
0,2017-12-23,0.68,13577404
0,2017-12-24,0.6816,13577404
0,2017-12-25,0.689,13577404
0,2017-12-26,0.683,13577404
0,2017-12-27,0.714,13577404
0,2017-12-28,0.7085,13577404
0,2017-12-29,0.6963,13577404
0,2017-12-30,0.6514,13577404
0,2017-12-31,0.6455,13577404
0,2018-01-01,0.556,13577404
0,2018-01-02,0.572,13577404
0,2018-01-03,0.5605,13577404
0,2018-01-04,0.5747,13577404
0,2018-01-05,0.5425,13577404
0,2018-01-06,0.523,13577404
0,2018-01-07,0.514,13577404
0,2018-01-08,0.5503,13577404
0,2018-01-09,0.5454,13577404
0,2018-01-10,0.527,13577404
0,2018-01-11,0.5312,13577404
0,2018-01-12,0.5312,13577404
0,2018-01-13,0.4958,13577404
0,2018-01-14,0.5024,13577404
0,2018-01-15,0.566,13577404
0,2018-01-16,0.566,13577404
0,2018-01-17,0.5205,13577404
0,2018-01-18,0.5205,13577404
0,2018-01-19,0.5166,13577404
0,2018-01-20,0.4968,13577404
0,2018-01-21,0.499,13577404
0,2018-01-22,0.548,13577404
0,2018-01-23,0.5596,13577404
0,2018-01-24,0.534,13577404
0,2018-01-25,0.5225,13577404
0,2018-01-26,0.5347,13577404
0,2018-01-27,0.476,13577404
0,2018-01-28,0.4854,13577404
0,2018-01-29,0.5186,13577404
0,2018-01-30,0.523,13577404
0,2018-01-31,0.5254,13577404
0,2018-02-01,0.586,13577404
0,2018-02-02,0.5225,13577404
0,2018-02-03,0.4976,13577404
0,2018-02-04,0.502,13577404
0,2018-02-05,0.526,13577404
0,2018-02-06,0.5625,13577404
0,2018-02-07,0.5933,13577404
0,2018-02-08,0.704,13577404
0,2018-02-09,0.5312,13577404
0,2018-02-10,0.5127,13577404
0,2018-02-11,0.515,13577404
0,2018-02-12,0.541,13577404
0,2018-02-13,0.5347,13577404
0,2018-02-14,0.538,13577404
0,2018-02-15,0.517,13577404
0,2018-02-16,0.507,13577404
0,2018-02-17,0.4888,13577404
0,2018-02-18,0.4917,13577404
0,2018-02-19,0.522,13577404
0,2018-02-20,0.562,13577404
0,2018-02-21,0.615,13577404
0,2018-02-22,0.6846,13577404
0,2018-02-23,0.774,13577404
0,2018-02-24,0.6377,13577404
0,2018-02-25,0.5933,13577404
0,2018-02-26,0.596,13577404
0,2018-02-27,0.633,13577404
0,2018-02-28,0.613,13577404
0,2018-03-01,0.609,13577404
0,2018-03-02,0.6587,13577404
0,2018-03-03,0.609,13577404
0,2018-03-04,0.5884,13577404
0,2018-03-05,0.627,13577404
0,2018-03-06,0.66,13577404
0,2018-03-07,0.6455,13577404
0,2018-03-08,0.6357,13577404
0,2018-03-09,0.6313,13577404
0,2018-03-10,0.623,13577404
0,2018-03-11,0.622,13577404
0,2018-03-12,0.647,13577404
0,2018-03-13,0.692,13577404
0,2018-03-14,0.6396,13577404
0,2018-03-15,0.646,13577404
0,2018-03-16,0.638,13577404
0,2018-03-17,0.63,13577404
0,2018-03-18,0.6387,13577404
0,2018-03-19,0.6597,13577404
0,2018-03-20,0.6562,13577404
0,2018-03-21,0.7007,13577404
0,2018-03-22,0.6416,13577404
0,2018-03-23,0.6475,13577404
0,2018-03-24,0.622,13577404
0,2018-03-25,0.6123,13577404
0,2018-03-26,0.6553,13577404
0,2018-03-27,0.6426,13577404
0,2018-03-28,0.6313,13577404
0,2018-03-29,0.634,13577404
0,2018-03-30,0.6055,13577404
0,2018-03-31,0.6055,13577404
0,2018-04-01,0.5903,13577404
0,2018-04-02,0.6143,13577404
0,2018-04-03,0.5786,13577404
0,2018-04-04,0.581,13577404
0,2018-04-05,0.592,13577404
0,2018-04-06,0.6562,13577404
0,2018-04-07,0.579,13577404
0,2018-04-08,0.57,13577404
0,2018-04-09,0.592,13577404
0,2018-04-10,0.5938,13577404
0,2018-04-11,0.571,13577404
0,2018-04-12,0.588,13577404
0,2018-04-13,0.587,13577404
0,2018-04-14,0.561,13577404
0,2018-04-15,0.531,13577404
0,2018-04-16,0.628,13577404
0,2018-04-17,0.574,13577404
0,2018-04-18,0.6895,13577404
0,2018-04-19,0.5825,13577404
0,2018-04-20,0.58,13577404
0,2018-04-21,0.5986,13577404
0,2018-04-22,0.545,13577404
0,2018-04-23,0.588,13577404
0,2018-04-24,0.588,13577404
0,2018-04-25,0.6313,13577404
0,2018-04-26,0.606,13577404
0,2018-04-27,0.614,13577404
0,2018-04-28,0.875,13577404
0,2018-04-29,1.395,13577404
0,2018-04-30,0.9565,13577404
0,2018-05-01,0.6426,13577404
0,2018-05-02,0.64,13577404
0,2018-05-03,0.644,13577404
0,2018-05-04,0.641,13577404
0,2018-05-05,0.6025,13577404
0,2018-05-06,0.601,13577404
0,2018-05-07,0.915,13577404
0,2018-05-08,0.658,13577404
0,2018-05-09,0.6733,13577404
0,2018-05-10,0.644,13577404
0,2018-05-11,0.746,13577404
0,2018-05-12,0.7334,13577404
0,2018-05-13,0.6953,13577404
0,2018-05-14,0.688,13577404
0,2018-05-15,0.6885,13577404
0,2018-05-16,0.662,13577404
0,2018-05-17,0.678,13577404
0,2018-05-18,0.6504,13577404
0,2018-05-19,0.622,13577404
0,2018-05-20,0.636,13577404
0,2018-05-21,0.678,13577404
0,2018-05-22,0.7095,13577404
0,2018-05-23,0.6816,13577404
0,2018-05-24,0.6978,13577404
0,2018-05-25,0.6763,13577404
0,2018-05-26,0.6533,13577404
0,2018-05-27,0.638,13577404
0,2018-05-28,0.6475,13577404
0,2018-05-29,0.7095,13577404
0,2018-05-30,0.76,13577404
0,2018-05-31,0.74,13577404
0,2018-06-01,0.7183,13577404
0,2018-06-02,0.69,13577404
0,2018-06-03,0.6865,13577404
0,2018-06-04,0.706,13577404
0,2018-06-05,0.7036,13577404
0,2018-06-06,0.725,13577404
0,2018-06-07,0.7515,13577404
0,2018-06-08,0.7085,13577404
0,2018-06-09,0.678,13577404
0,2018-06-10,0.655,13577404
0,2018-06-11,0.7,13577404
0,2018-06-12,0.7183,13577404
0,2018-06-13,0.72,13577404
0,2018-06-14,0.736,13577404
0,2018-06-15,0.7617,13577404
0,2018-06-16,0.703,13577404
0,2018-06-17,0.708,13577404
0,2018-06-18,0.736,13577404
0,2018-06-19,0.7524,13577404
0,2018-06-20,0.7603,13577404
0,2018-06-21,0.7573,13577404
0,2018-06-22,0.717,13577404
0,2018-06-23,0.67,13577404
0,2018-06-24,0.6646,13577404
0,2018-06-25,0.6997,13577404
0,2018-06-26,0.6973,13577404
0,2018-06-27,0.6836,13577404
0,2018-06-28,0.691,13577404
0,2018-06-29,0.6533,13577404
0,2018-06-30,0.6367,13577404
0,2018-07-01,0.619,13577404
0,2018-07-02,0.624,13577404
0,2018-07-03,0.6377,13577404
0,2018-07-04,0.7256,13577404
0,2018-07-05,0.6323,13577404
0,2018-07-06,0.6504,13577404
0,2018-07-07,0.6177,13577404
0,2018-07-08,0.613,13577404
0,2018-07-09,0.635,13577404
0,2018-07-10,0.651,13577404
0,2018-07-11,0.6587,13577404
0,2018-07-12,0.6514,13577404
0,2018-07-13,0.6704,13577404
0,2018-07-14,0.617,13577404
0,2018-07-15,0.6045,13577404
0,2018-07-16,0.6406,13577404
0,2018-07-17,0.646,13577404
0,2018-07-18,0.642,13577404
0,2018-07-19,0.652,13577404
0,2018-07-20,0.633,13577404
0,2018-07-21,0.6157,13577404
0,2018-07-22,0.6187,13577404
0,2018-07-23,0.645,13577404
0,2018-07-24,0.648,13577404
0,2018-07-25,0.635,13577404
0,2018-07-26,0.6353,13577404
0,2018-07-27,0.6436,13577404
0,2018-07-28,0.6143,13577404
0,2018-07-29,0.613,13577404
0,2018-07-30,0.646,13577404
0,2018-07-31,0.577,13577404
0,2018-08-01,0.5757,13577404
0,2018-08-02,0.5635,13577404
0,2018-08-03,0.5396,13577404
0,2018-08-04,0.5293,13577404
0,2018-08-05,0.5244,13577404
0,2018-08-06,0.5454,13577404
0,2018-08-07,0.5693,13577404
0,2018-08-08,0.5693,13577404
0,2018-08-09,0.563,13577404
0,2018-08-10,0.566,13577404
0,2018-08-11,0.54,13577404
0,2018-08-12,0.6616,13577404
0,2018-08-13,0.5527,13577404
0,2018-08-14,0.556,13577404
0,2018-08-15,0.555,13577404
0,2018-08-16,0.5547,13577404
0,2018-08-17,0.5664,13577404
0,2018-08-18,0.5337,13577404
0,2018-08-19,0.5215,13577404
0,2018-08-20,0.5503,13577404
0,2018-08-21,0.5654,13577404
0,2018-08-22,0.5625,13577404
0,2018-08-23,0.613,13577404
0,2018-08-24,0.548,13577404
0,2018-08-25,0.531,13577404
0,2018-08-26,0.6074,13577404
0,2018-08-27,0.5576,13577404
0,2018-08-28,0.577,13577404
0,2018-08-29,0.5986,13577404
0,2018-08-30,0.6465,13577404
0,2018-08-31,0.571,13577404
0,2018-09-01,0.554,13577404
0,2018-09-02,0.5586,13577404
0,2018-09-03,0.592,13577404
0,2018-09-04,0.589,13577404
0,2018-09-05,0.5957,13577404
0,2018-09-06,0.627,13577404
0,2018-09-07,0.667,13577404
0,2018-09-08,0.6035,13577404
0,2018-09-09,0.5454,13577404
0,2018-09-10,0.5713,13577404
0,2018-09-11,0.6084,13577404
0,2018-09-12,0.589,13577404
0,2018-09-13,0.574,13577404
0,2018-09-14,0.573,13577404
0,2018-09-15,0.555,13577404
0,2018-09-16,0.549,13577404
0,2018-09-17,0.5864,13577404
0,2018-09-18,0.5947,13577404
0,2018-09-19,0.552,13577404
0,2018-09-20,0.5586,13577404
0,2018-09-21,0.5835,13577404
0,2018-09-22,0.5234,13577404
0,2018-09-23,0.52,13577404
0,2018-09-24,0.5864,13577404
0,2018-09-25,0.6104,13577404
0,2018-09-26,0.609,13577404
0,2018-09-27,0.6226,13577404
0,2018-09-28,0.6353,13577404
0,2018-09-29,0.557,13577404
0,2018-09-30,0.601,13577404
0,2018-10-01,0.558,13577404
0,2018-10-02,0.5703,13577404
0,2018-10-03,0.5254,13577404
0,2018-10-04,0.538,13577404
0,2018-10-05,0.5303,13577404
0,2018-10-06,0.59,13577404
0,2018-10-07,0.819,13577404
0,2018-10-08,0.7695,13577404
0,2018-10-09,0.528,13577404
0,2018-10-10,0.545,13577404
0,2018-10-11,0.543,13577404
0,2018-10-12,0.5444,13577404
0,2018-10-13,0.508,13577404
0,2018-10-14,0.5244,13577404
0,2018-10-15,0.5576,13577404
0,2018-10-16,0.5483,13577404
0,2018-10-17,0.521,13577404
0,2018-10-18,0.543,13577404
0,2018-10-19,0.536,13577404
0,2018-10-20,0.525,13577404
0,2018-10-21,0.5166,13577404
0,2018-10-22,0.5845,13577404
0,2018-10-23,0.5586,13577404
0,2018-10-24,0.5547,13577404
0,2018-10-25,0.567,13577404
0,2018-10-26,0.5703,13577404
0,2018-10-27,0.538,13577404
0,2018-10-28,0.53,13577404
0,2018-10-29,0.569,13577404
0,2018-10-30,0.5664,13577404
0,2018-10-31,0.5303,13577404
0,2018-11-01,0.5923,13577404
0,2018-11-02,0.5513,13577404
0,2018-11-03,0.4998,13577404
0,2018-11-04,0.509,13577404
0,2018-11-05,0.5293,13577404
0,2018-11-06,0.5376,13577404
0,2018-11-07,0.546,13577404
0,2018-11-08,0.545,13577404
0,2018-11-09,0.5347,13577404
0,2018-11-10,0.521,13577404
0,2018-11-11,0.516,13577404
0,2018-11-12,0.548,13577404
0,2018-11-13,0.5996,13577404
0,2018-11-14,0.5557,13577404
0,2018-11-15,0.5654,13577404
0,2018-11-16,0.5894,13577404
0,2018-11-17,0.506,13577404
0,2018-11-18,0.52,13577404
0,2018-11-19,0.565,13577404
0,2018-11-20,0.575,13577404
0,2018-11-21,0.581,13577404
0,2018-11-22,0.5376,13577404
0,2018-11-23,0.5522,13577404
0,2018-11-24,0.5244,13577404
0,2018-11-25,0.5747,13577404
0,2018-11-26,0.57,13577404
0,2018-11-27,0.571,13577404
0,2018-11-28,0.5884,13577404
0,2018-11-29,0.5767,13577404
0,2018-11-30,0.742,13577404
0,2018-12-01,0.543,13577404
0,2018-12-02,0.572,13577404
0,2018-12-03,0.6265,13577404
0,2018-12-04,0.5825,13577404
0,2018-12-05,0.6675,13577404
0,2018-12-06,0.604,13577404
0,2018-12-07,0.61,13577404
0,2018-12-08,0.5596,13577404
0,2018-12-09,0.557,13577404
0,2018-12-10,0.585,13577404
0,2018-12-11,0.551,13577404
0,2018-12-12,0.5723,13577404
0,2018-12-13,0.5728,13577404
0,2018-12-14,0.568,13577404
0,2018-12-15,0.5264,13577404
0,2018-12-16,0.517,13577404
0,2018-12-17,0.57,13577404
0,2018-12-18,0.558,13577404
0,2018-12-19,0.5444,13577404
0,2018-12-20,0.533,13577404
0,2018-12-21,0.5737,13577404
0,2018-12-22,0.5054,13577404
0,2018-12-23,0.548,13577404
0,2018-12-24,0.8154,13577404
0,2018-12-25,0.7974,13577404
0,2018-12-26,0.7944,13577404
0,2018-12-27,0.85,13577404
0,2018-12-28,0.8535,13577404
0,2018-12-29,0.7725,13577404
0,2018-12-30,0.984,13577404
0,2018-12-31,1.086,13577404
1,2017-01-01,0.9233,13577404
1,2017-01-02,0.9404,13577404
1,2017-01-03,0.9556,13577404
1,2017-01-04,0.961,13577404
1,2017-01-05,0.833,13577404
1,2017-01-06,0.8716,13577404
1,2017-01-07,0.8867,13577404
1,2017-01-08,0.8716,13577404
1,2017-01-09,0.8833,13577404
1,2017-01-10,0.877,13577404
1,2017-01-11,0.9854,13577404
1,2017-01-12,1.036,13577404
1,2017-01-13,1.006,13577404
1,2017-01-14,0.914,13577404
1,2017-01-15,0.9146,13577404
1,2017-01-16,0.922,13577404
1,2017-01-17,1.408,13577404
1,2017-01-18,1.044,13577404
1,2017-01-19,0.9795,13577404
1,2017-01-20,0.884,13577404
1,2017-01-21,0.9175,13577404
1,2017-01-22,0.9546,13577404
1,2017-01-23,0.904,13577404
1,2017-01-24,0.9146,13577404
1,2017-01-25,0.951,13577404
1,2017-01-26,0.971,13577404
1,2017-01-27,0.8784,13577404
1,2017-01-28,0.8657,13577404
1,2017-01-29,0.862,13577404
1,2017-01-30,0.8613,13577404
1,2017-01-31,0.9136,13577404
1,2017-02-01,0.9365,13577404
1,2017-02-02,0.8843,13577404
1,2017-02-03,0.8477,13577404
1,2017-02-04,0.9307,13577404
1,2017-02-05,0.8975,13577404
1,2017-02-06,0.944,13577404
1,2017-02-07,1.041,13577404
1,2017-02-08,1.016,13577404
1,2017-02-09,0.9844,13577404
1,2017-02-10,0.9204,13577404
1,2017-02-11,1.043,13577404
1,2017-02-12,1.116,13577404
1,2017-02-13,0.98,13577404
1,2017-02-14,1.014,13577404
1,2017-02-15,0.9727,13577404
1,2017-02-16,0.9517,13577404
1,2017-02-17,0.9956,13577404
1,2017-02-18,0.971,13577404
1,2017-02-19,0.994,13577404
1,2017-02-20,1.105,13577404
1,2017-02-21,1.079,13577404
1,2017-02-22,0.9897,13577404
1,2017-02-23,1.1,13577404
1,2017-02-24,0.993,13577404
1,2017-02-25,1.042,13577404
1,2017-02-26,0.9688,13577404
1,2017-02-27,1.05,13577404
1,2017-02-28,1.099,13577404
1,2017-03-01,1.117,13577404
1,2017-03-02,1.023,13577404
1,2017-03-03,0.932,13577404
1,2017-03-04,0.931,13577404
1,2017-03-05,0.9526,13577404
1,2017-03-06,1.0205,13577404
1,2017-03-07,1.049,13577404
1,2017-03-08,0.9497,13577404
